,File Date,period_start,period_end,days_in_period,District,outcode,lifecycle_status,business_sector,business_count,annual_gross_br,annual_net_br,prorata_net_br
29,2023-07-01,2022-07-01,2023-07-01,366,Craven,BD24,Active,Hospitality,18,137759.475,105436.75,105725.61780821919
30,2023-07-01,2022-07-01,2023-07-01,366,Craven,BD24,Active,Industrial,18,188030.35,137431.75,137808.27534246576
31,2023-07-01,2022-07-01,2023-07-01,366,Craven,BD24,Active,Leisure,3,11027.9,0.0,0.0
32,2023-07-01,2022-07-01,2023-07-01,366,Craven,BD24,Active,Office,15,44211.4,7110.75,7130.231506849314
33,2023-07-01,2022-07-01,2023-07-01,366,Craven,BD24,Active,Other,9,265668.411,262630.0,263349.5342465754
34,2023-07-01,2022-07-01,2023-07-01,366,Craven,BD24,Active,Public & Utilities,11,70159.4,43787.25,43907.215068493155
35,2023-07-01,2022-07-01,2023-07-01,366,Craven,BD24,Active,Retail,51,360840.2,250536.25000000003,251222.65068493155
36,2023-07-01,2022-07-01,2023-07-01,366,Craven,BD24,Closed Business,Office,2,548.9,0.0,0.0
37,2023-07-01,2022-07-01,2023-07-01,366,Craven,BD24,Closed Business,Other,5,16367.2,9231.5,9256.791780821917
38,2023-07-01,2022-07-01,2023-07-01,366,Craven,BD24,New Opening,Hospitality,2,10940.575,9980.0,4292.767123287671
39,2023-07-01,2022-07-01,2023-07-01,366,Craven,BD24,New Opening,Office,2,4353.775,0.0,0.0
40,2023-07-01,2022-07-01,2023-07-01,366,Craven,BD24,New Opening,Retail,2,53386.450000000004,51615.00000000001,34787.095890410965
41,2023-07-01,2022-07-01,2023-07-01,366,Craven,HG3,Active,Leisure,1,12475.0,12475.0,12509.178082191782
42,2023-07-01,2022-07-01,2023-07-01,366,Craven,HG3,Closed Business,Other,1,0.0,0.0,0.0
43,2023-07-01,2022-07-01,2023-07-01,366,Craven,LA2,Active,Hospitality,5,99063.32500000001,97603.75,97871.15753424658
44,2023-07-01,2022-07-01,2023-07-01,366,Craven,LA2,Active,Industrial,10,254815.32500000004,246494.50000000003,247169.82739726032
45,2023-07-01,2022-07-01,2023-07-01,366,Craven,LA2,Active,Leisure,2,19311.3,16467.0,16512.115068493153
46,2023-07-01,2022-07-01,2023-07-01,366,Craven,LA2,Active,Office,8,32185.5,5988.0,6004.405479452055
47,2023-07-01,2022-07-01,2023-07-01,366,Craven,LA2,Active,Other,8,169940.651,161782.5,162225.73972602742
48,2023-07-01,2022-07-01,2023-07-01,366,Craven,LA2,Active,Public & Utilities,3,30938.0,25074.75,25143.447945205477
49,2023-07-01,2022-07-01,2023-07-01,366,Craven,LA2,Active,Retail,43,207937.055,118518.75,118843.45890410959
50,2023-07-01,2022-07-01,2023-07-01,366,Craven,LA2,Closed Business,Other,2,10503.95,0.0,0.0
51,2023-07-01,2022-07-01,2023-07-01,366,Craven,LA6,Active,Hospitality,11,68649.925,57385.0,57542.21917808219
52,2023-07-01,2022-07-01,2023-07-01,366,Craven,LA6,Active,Industrial,7,50099.6,37425.0,37527.53424657535
53,2023-07-01,2022-07-01,2023-07-01,366,Craven,LA6,Active,Leisure,2,61676.50000000001,61676.50000000001,61845.476712328775
54,2023-07-01,2022-07-01,2023-07-01,366,Craven,LA6,Active,Office,1,736.025,0.0,0.0
55,2023-07-01,2022-07-01,2023-07-01,366,Craven,LA6,Active,Other,2,87916.75,87916.75,88157.61780821918
56,2023-07-01,2022-07-01,2023-07-01,366,Craven,LA6,Active,Public & Utilities,4,15992.949999999999,6112.75,6129.497260273973
57,2023-07-01,2022-07-01,2023-07-01,366,Craven,LA6,Active,Retail,20,172863.58000000002,142464.5,142854.81369863014
58,2023-07-01,2022-07-01,2023-07-01,366,Craven,LA6,Closed Business,Other,2,7310.35,6112.75,6129.497260273973
59,2023-07-01,2022-07-01,2023-07-01,366,Craven,LA6,New Opening,Hospitality,4,42738.45,35103.75,9713.640410958904
60,2023-07-01,2022-07-01,2023-07-01,366,Craven,LA6,New Opening,Office,1,2095.8,0.0,0.0
61,2023-07-01,2022-07-01,2023-07-01,366,Craven,LA6,New Opening,Retail,2,79776.95,78255.0,52741.72602739726
62,2023-07-01,2022-07-01,2023-07-01,366,Hambleton,DL10,Active,Hospitality,1,11197.56,11197.56,11228.238246575342
63,2023-07-01,2022-07-01,2023-07-01,366,Hambleton,DL2,Active,Hospitality,2,6811.35,0.0,0.0
64,2023-07-01,2022-07-01,2023-07-01,366,Hambleton,DL2,Active,Industrial,1,6736.5,6736.5,6754.956164383561
65,2023-07-01,2022-07-01,2023-07-01,366,Hambleton,DL2,Active,Retail,2,3018.9500000000003,0.0,0.0
66,2023-07-01,2022-07-01,2023-07-01,366,Hambleton,DL2,Closed Business,Other,1,9356.25,9356.25,9381.883561643835
67,2023-07-01,2022-07-01,2023-07-01,366,Hambleton,DL2,New Opening,Hospitality,2,6786.4,0.0,0.0
68,2023-07-01,2022-07-01,2023-07-01,366,Hambleton,DL6,Active,Hospitality,21,164840.30000000002,132779.55,133143.32958904112
69,2023-07-01,2022-07-01,2023-07-01,366,Hambleton,DL6,Active,Industrial,50,857260.3250000001,801534.5,803730.4849315069
70,2023-07-01,2022-07-01,2023-07-01,366,Hambleton,DL6,Active,Leisure,7,132806.55000000002,126718.75000000001,127065.92465753425
71,2023-07-01,2022-07-01,2023-07-01,366,Hambleton,DL6,Active,Office,66,507236.81,325665.30000000005,326557.53369863017
72,2023-07-01,2022-07-01,2023-07-01,366,Hambleton,DL6,Active,Other,19,177824.951,154971.25,155395.8287671233
73,2023-07-01,2022-07-01,2023-07-01,366,Hambleton,DL6,Active,Public & Utilities,18,98278.05,50773.25,50912.35479452055
74,2023-07-01,2022-07-01,2023-07-01,366,Hambleton,DL6,Active,Retail,97,1811631.4500000002,1640449.5000000002,1644943.882191781
75,2023-07-01,2022-07-01,2023-07-01,366,Hambleton,DL6,Closed Business,Other,25,109841.48,65171.0,65349.55068493151
76,2023-07-01,2022-07-01,2023-07-01,366,Hambleton,DL6,Closed Business,Retail,1,2345.3,0.0,0.0
77,2023-07-01,2022-07-01,2023-07-01,366,Hambleton,DL6,New Opening,Hospitality,1,17340.25,17340.25,7838.743150684931
78,2023-07-01,2022-07-01,2023-07-01,366,Hambleton,DL6,New Opening,Industrial,1,45232.50000000001,45232.50000000001,24165.308219178085
79,2023-07-01,2022-07-01,2023-07-01,366,Hambleton,DL6,New Opening,Office,14,76732.975,56261.5,22745.88493150685
80,2023-07-01,2022-07-01,2023-07-01,366,Hambleton,DL6,New Opening,Public & Utilities,1,4041.9,0.0,0.0
81,2023-07-01,2022-07-01,2023-07-01,366,Hambleton,DL6,New Opening,Retail,12,116350.55,92797.75,58023.43150684932
82,2023-07-01,2022-07-01,2023-07-01,366,Hambleton,DL7,Active,Hospitality,24,401230.15,379773.15,380813.62438356166
83,2023-07-01,2022-07-01,2023-07-01,366,Hambleton,DL7,Active,Industrial,57,1965111.9500000002,1896349.7500000002,1901545.2287671235
84,2023-07-01,2022-07-01,2023-07-01,366,Hambleton,DL7,Active,Leisure,3,30089.7,22455.0,22516.520547945205
85,2023-07-01,2022-07-01,2023-07-01,366,Hambleton,DL7,Active,Office,41,396861.025,292956.75,293759.3712328768
86,2023-07-01,2022-07-01,2023-07-01,366,Hambleton,DL7,Active,Other,14,49053.197,31187.5,31272.94520547945
87,2023-07-01,2022-07-01,2023-07-01,366,Hambleton,DL7,Active,Public & Utilities,23,229272.1,173434.0,173909.16164383563
88,2023-07-01,2022-07-01,2023-07-01,366,Hambleton,DL7,Active,Retail,133,3433604.5450000004,3294655.5,3303681.9534246577
89,2023-07-01,2022-07-01,2023-07-01,366,Hambleton,DL7,Closed Business,Other,20,227908.525,187077.85,187590.39205479453
90,2023-07-01,2022-07-01,2023-07-01,366,Hambleton,DL7,New Opening,Hospitality,1,10129.7,10129.7,1332.1249315068494
91,2023-07-01,2022-07-01,2023-07-01,366,Hambleton,DL7,New Opening,Industrial,2,212557.75000000003,212557.75000000003,71629.05
92,2023-07-01,2022-07-01,2023-07-01,366,Hambleton,DL7,New Opening,Office,4,45787.75,40922.5,8336.95890410959
93,2023-07-01,2022-07-01,2023-07-01,366,Hambleton,DL7,New Opening,Public & Utilities,1,4091.8,0.0,0.0
94,2023-07-01,2022-07-01,2023-07-01,366,Hambleton,DL7,New Opening,Retail,10,48003.8,19710.5,16993.00068493151
95,2023-07-01,2022-07-01,2023-07-01,366,Hambleton,DL8,Active,Hospitality,14,80189.3,49900.0,50036.71232876712
96,2023-07-01,2022-07-01,2023-07-01,366,Hambleton,DL8,Active,Industrial,16,238926.24500000002,215096.5,215685.80547945207
97,2023-07-01,2022-07-01,2023-07-01,366,Hambleton,DL8,Active,Leisure,3,41017.8,36427.0,36526.8
98,2023-07-01,2022-07-01,2023-07-01,366,Hambleton,DL8,Active,Office,31,73328.05,0.0,0.0
99,2023-07-01,2022-07-01,2023-07-01,366,Hambleton,DL8,Active,Other,12,39908.024,27944.0,28020.55890410959
100,2023-07-01,2022-07-01,2023-07-01,366,Hambleton,DL8,Active,Public & Utilities,14,66317.1,18213.5,18263.399999999998
101,2023-07-01,2022-07-01,2023-07-01,366,Hambleton,DL8,Active,Retail,47,421645.67500000005,322307.25000000006,323190.28356164385
102,2023-07-01,2022-07-01,2023-07-01,366,Hambleton,DL8,Closed Business,Other,6,231031.85000000003,221600.75000000003,222207.87534246576
103,2023-07-01,2022-07-01,2023-07-01,366,Hambleton,DL8,New Opening,Office,1,2095.8,0.0,0.0
104,2023-07-01,2022-07-01,2023-07-01,366,Hambleton,DL8,New Opening,Retail,2,31030.650000000005,28860.000000000004,15813.698630136989
105,2023-07-01,2022-07-01,2023-07-01,366,Hambleton,HG4,Active,Hospitality,4,38784.775,32934.0,33024.2301369863
106,2023-07-01,2022-07-01,2023-07-01,366,Hambleton,HG4,Active,Industrial,4,25249.4,19960.0,20014.684931506847
107,2023-07-01,2022-07-01,2023-07-01,366,Hambleton,HG4,Active,Other,1,63270.00000000001,63270.00000000001,63443.342465753434
108,2023-07-01,2022-07-01,2023-07-01,366,Hambleton,HG4,Active,Retail,4,17539.85,0.0,0.0
109,2023-07-01,2022-07-01,2023-07-01,366,Hambleton,TS15,Active,Hospitality,2,26197.5,26197.5,26269.27397260274
110,2023-07-01,2022-07-01,2023-07-01,366,Hambleton,TS15,Active,Industrial,4,53141.35,47203.25,47332.57397260274
111,2023-07-01,2022-07-01,2023-07-01,366,Hambleton,TS15,Active,Office,1,58552.50000000001,58552.50000000001,58712.91780821919
112,2023-07-01,2022-07-01,2023-07-01,366,Hambleton,TS15,Active,Other,2,18035.856,17964.0,18013.216438356165
113,2023-07-01,2022-07-01,2023-07-01,366,Hambleton,TS15,Active,Public & Utilities,4,20533.85,8857.25,8881.516438356164
114,2023-07-01,2022-07-01,2023-07-01,366,Hambleton,TS15,Active,Retail,5,42739.35,39670.5,39779.18630136986
115,2023-07-01,2022-07-01,2023-07-01,366,Hambleton,TS15,Closed Business,Other,1,10778.4,10778.4,10807.929863013698
116,2023-07-01,2022-07-01,2023-07-01,366,Hambleton,TS7,Active,Hospitality,1,51615.00000000001,51615.00000000001,51756.41095890412
117,2023-07-01,2022-07-01,2023-07-01,366,Hambleton,TS7,Active,Retail,1,3293.4,0.0,0.0
118,2023-07-01,2022-07-01,2023-07-01,366,Hambleton,TS8,Active,Industrial,1,4540.9,0.0,0.0
119,2023-07-01,2022-07-01,2023-07-01,366,Hambleton,TS8,Active,Other,1,101010.00000000001,101010.00000000001,101286.73972602742
120,2023-07-01,2022-07-01,2023-07-01,366,Hambleton,TS9,Active,Hospitality,9,120210.6,108758.55,109056.518630137
121,2023-07-01,2022-07-01,2023-07-01,366,Hambleton,TS9,Active,Industrial,35,585137.455,534341.75,535805.7
122,2023-07-01,2022-07-01,2023-07-01,366,Hambleton,TS9,Active,Leisure,2,21631.65,17839.25,17888.124657534245
123,2023-07-01,2022-07-01,2023-07-01,366,Hambleton,TS9,Active,Office,91,714500.775,545102.75,546596.1821917809
124,2023-07-01,2022-07-01,2023-07-01,366,Hambleton,TS9,Active,Other,13,289362.24000000005,263035.0,263755.6438356165
125,2023-07-01,2022-07-01,2023-07-01,366,Hambleton,TS9,Active,Public & Utilities,8,99636.0,72939.5,73139.33424657535
126,2023-07-01,2022-07-01,2023-07-01,366,Hambleton,TS9,Active,Retail,104,1031386.995,801619.9500000001,803816.1690410959
127,2023-07-01,2022-07-01,2023-07-01,366,Hambleton,TS9,Closed Business,Other,18,88422.8,62874.0,63046.25753424657
128,2023-07-01,2022-07-01,2023-07-01,366,Hambleton,TS9,New Opening,Hospitality,3,35628.6,31936.0,15564.698630136987
129,2023-07-01,2022-07-01,2023-07-01,366,Hambleton,TS9,New Opening,Industrial,2,15718.5,15718.5,3961.9232876712326
130,2023-07-01,2022-07-01,2023-07-01,366,Hambleton,TS9,New Opening,Office,8,23215.975,0.0,0.0
131,2023-07-01,2022-07-01,2023-07-01,366,Hambleton,TS9,New Opening,Retail,19,125348.8,83457.75,38410.01232876712
132,2023-07-01,2022-07-01,2023-07-01,366,Hambleton,YO21,Active,Hospitality,1,1771.45,0.0,0.0
133,2023-07-01,2022-07-01,2023-07-01,366,Hambleton,YO21,Active,Industrial,3,1207.58,0.0,0.0
134,2023-07-01,2022-07-01,2023-07-01,366,Hambleton,YO21,Closed Business,Other,1,249.5,0.0,0.0
135,2023-07-01,2022-07-01,2023-07-01,366,Hambleton,YO21,New Opening,Public & Utilities,1,249.5,0.0,0.0
136,2023-07-01,2022-07-01,2023-07-01,366,Hambleton,YO30,Active,Hospitality,2,8857.25,0.0,0.0
137,2023-07-01,2022-07-01,2023-07-01,366,Hambleton,YO30,Active,Industrial,4,154816.1,150125.5,150536.80273972603
138,2023-07-01,2022-07-01,2023-07-01,366,Hambleton,YO30,Active,Leisure,1,1646.7,0.0,0.0
139,2023-07-01,2022-07-01,2023-07-01,366,Hambleton,YO30,Active,Office,1,5863.25,0.0,0.0
140,2023-07-01,2022-07-01,2023-07-01,366,Hambleton,YO30,Active,Other,1,83.832,0.0,0.0
141,2023-07-01,2022-07-01,2023-07-01,366,Hambleton,YO30,Active,Public & Utilities,5,26846.2,9855.25,9882.250684931507
142,2023-07-01,2022-07-01,2023-07-01,366,Hambleton,YO30,Active,Retail,9,70558.6,63373.0,63546.624657534245
143,2023-07-01,2022-07-01,2023-07-01,366,Hambleton,YO30,New Opening,Industrial,2,39214.25,39214.25,612.0219178082192
144,2023-07-01,2022-07-01,2023-07-01,366,Hambleton,YO30,New Opening,Retail,2,12849.25,12849.25,5482.84794520548
145,2023-07-01,2022-07-01,2023-07-01,366,Hambleton,YO32,Active,Industrial,1,4715.55,0.0,0.0
146,2023-07-01,2022-07-01,2023-07-01,366,Hambleton,YO32,Active,Retail,2,14253.935000000001,6986.0,7005.139726027397
147,2023-07-01,2022-07-01,2023-07-01,366,Hambleton,YO6,Active,Retail,1,3093.8,0.0,0.0
148,2023-07-01,2022-07-01,2023-07-01,366,Hambleton,YO60,Active,Hospitality,18,282082.9,262921.30000000005,263641.63232876715
149,2023-07-01,2022-07-01,2023-07-01,366,Hambleton,YO60,Active,Industrial,22,451358.9,419248.25,420396.87534246576
150,2023-07-01,2022-07-01,2023-07-01,366,Hambleton,YO60,Active,Leisure,4,187816.2,180930.0,181425.69863013702
151,2023-07-01,2022-07-01,2023-07-01,366,Hambleton,YO60,Active,Office,7,58707.35,30314.25,30397.302739726027
152,2023-07-01,2022-07-01,2023-07-01,366,Hambleton,YO60,Active,Other,3,17190.55,14595.75,14635.738356164384
153,2023-07-01,2022-07-01,2023-07-01,366,Hambleton,YO60,Active,Public & Utilities,10,133879.6,114219.0,114531.9287671233
154,2023-07-01,2022-07-01,2023-07-01,366,Hambleton,YO60,Active,Retail,36,253676.15,168796.25,169258.70547945204
155,2023-07-01,2022-07-01,2023-07-01,366,Hambleton,YO60,Closed Business,Hospitality,1,0.0,0.0,0.0
156,2023-07-01,2022-07-01,2023-07-01,366,Hambleton,YO60,Closed Business,Other,2,9730.5,9730.5,9757.158904109589
157,2023-07-01,2022-07-01,2023-07-01,366,Hambleton,YO60,Closed Business,Retail,1,8483.0,8483.0,8506.241095890411
158,2023-07-01,2022-07-01,2023-07-01,366,Hambleton,YO60,New Opening,Hospitality,3,19548.325,15344.25,588.5465753424658
159,2023-07-01,2022-07-01,2023-07-01,366,Hambleton,YO60,New Opening,Public & Utilities,1,4141.7,0.0,0.0
160,2023-07-01,2022-07-01,2023-07-01,366,Hambleton,YO60,New Opening,Retail,3,23253.4,21332.25,11480.759589041096
161,2023-07-01,2022-07-01,2023-07-01,366,Hambleton,YO61,Active,Hospitality,19,327677.7,306071.0,306909.5506849315
162,2023-07-01,2022-07-01,2023-07-01,366,Hambleton,YO61,Active,Industrial,60,635847.415,538999.0,540475.7095890411
163,2023-07-01,2022-07-01,2023-07-01,366,Hambleton,YO61,Active,Leisure,4,17190.55,6237.5,6254.589041095891
164,2023-07-01,2022-07-01,2023-07-01,366,Hambleton,YO61,Active,Office,43,149288.325,25948.0,26019.090410958903
165,2023-07-01,2022-07-01,2023-07-01,366,Hambleton,YO61,Active,Other,14,123713.91500000001,117434.0,117755.73698630137
166,2023-07-01,2022-07-01,2023-07-01,366,Hambleton,YO61,Active,Public & Utilities,20,259010.45,202598.50000000003,203153.56438356166
167,2023-07-01,2022-07-01,2023-07-01,366,Hambleton,YO61,Active,Retail,91,656870.22,468981.75,470266.6315068493
168,2023-07-01,2022-07-01,2023-07-01,366,Hambleton,YO61,Closed Business,Other,10,79328.52500000001,67614.5,67799.74520547946
169,2023-07-01,2022-07-01,2023-07-01,366,Hambleton,YO61,New Opening,Hospitality,4,40543.75,37050.75,18925.771232876712
170,2023-07-01,2022-07-01,2023-07-01,366,Hambleton,YO61,New Opening,Industrial,2,5439.1,0.0,0.0
171,2023-07-01,2022-07-01,2023-07-01,366,Hambleton,YO61,New Opening,Office,2,5538.9,0.0,0.0
172,2023-07-01,2022-07-01,2023-07-01,366,Hambleton,YO61,New Opening,Other,1,374.25,0.0,0.0
173,2023-07-01,2022-07-01,2023-07-01,366,Hambleton,YO61,New Opening,Public & Utilities,1,2694.6,0.0,0.0
174,2023-07-01,2022-07-01,2023-07-01,366,Hambleton,YO61,New Opening,Retail,6,78929.70000000001,66180.25,49977.0883561644
175,2023-07-01,2022-07-01,2023-07-01,366,Hambleton,YO62,Active,Hospitality,48,644115.388,597477.8500000001,599114.7756164384
176,2023-07-01,2022-07-01,2023-07-01,366,Hambleton,YO62,Active,Industrial,30,670849.9500000001,624667.5000000001,626378.9178082192
177,2023-07-01,2022-07-01,2023-07-01,366,Hambleton,YO62,Active,Leisure,7,41030.275,24201.5,24267.805479452054
178,2023-07-01,2022-07-01,2023-07-01,366,Hambleton,YO62,Active,Office,17,61876.0,30563.75,30647.486301369863
179,2023-07-01,2022-07-01,2023-07-01,366,Hambleton,YO62,Active,Other,9,40656.025,19211.5,19264.13424657534
180,2023-07-01,2022-07-01,2023-07-01,366,Hambleton,YO62,Active,Public & Utilities,13,153772.05000000002,104895.00000000001,105182.38356164386
181,2023-07-01,2022-07-01,2023-07-01,366,Hambleton,YO62,Active,Retail,83,664360.295,525411.25,526850.7328767123
182,2023-07-01,2022-07-01,2023-07-01,366,Hambleton,YO62,Closed Business,Other,4,21606.7,14970.0,15011.013698630137
183,2023-07-01,2022-07-01,2023-07-01,366,Hambleton,YO62,New Opening,Hospitality,3,61350.77500000001,55500.00000000001,30106.8493150685
184,2023-07-01,2022-07-01,2023-07-01,366,Hambleton,YO62,New Opening,Industrial,1,3842.3,0.0,0.0
185,2023-07-01,2022-07-01,2023-07-01,366,Hambleton,YO62,New Opening,Office,3,8607.75,0.0,0.0
186,2023-07-01,2022-07-01,2023-07-01,366,Hambleton,YO62,New Opening,Retail,2,20084.75,14720.5,11373.098630136987
187,2023-07-01,2022-07-01,2023-07-01,366,Hambleton,YO7,Active,Hospitality,34,706715.525,656453.75,658252.2534246575
188,2023-07-01,2022-07-01,2023-07-01,366,Hambleton,YO7,Active,Industrial,98,3971803.1050000004,3871431.7500000005,3882038.4123287676
189,2023-07-01,2022-07-01,2023-07-01,366,Hambleton,YO7,Active,Leisure,8,115303.75,108467.45000000001,108764.62109589041
190,2023-07-01,2022-07-01,2023-07-01,366,Hambleton,YO7,Active,Office,65,301134.025,146057.3,146457.45698630137
191,2023-07-01,2022-07-01,2023-07-01,366,Hambleton,YO7,Active,Other,18,154496.334,137946.5,138324.43561643836
192,2023-07-01,2022-07-01,2023-07-01,366,Hambleton,YO7,Active,Public & Utilities,29,265769.275,152912.0,153330.93698630136
193,2023-07-01,2022-07-01,2023-07-01,366,Hambleton,YO7,Active,Retail,177,2117789.495,1766615.75,1771455.793150685
194,2023-07-01,2022-07-01,2023-07-01,366,Hambleton,YO7,Closed Business,Industrial,1,56610.00000000001,56610.00000000001,56765.095890410965
195,2023-07-01,2022-07-01,2023-07-01,366,Hambleton,YO7,Closed Business,Other,25,185079.1,131361.75,131721.64520547946
196,2023-07-01,2022-07-01,2023-07-01,366,Hambleton,YO7,Closed Business,Retail,2,11052.85,8982.0,9006.608219178082
197,2023-07-01,2022-07-01,2023-07-01,366,Hambleton,YO7,New Opening,Hospitality,4,7472.525,0.0,0.0
198,2023-07-01,2022-07-01,2023-07-01,366,Hambleton,YO7,New Opening,Industrial,3,63020.20000000001,60625.00000000001,60791.095890410965
199,2023-07-01,2022-07-01,2023-07-01,366,Hambleton,YO7,New Opening,Office,3,70131.25,70131.25,53967.051369863024
200,2023-07-01,2022-07-01,2023-07-01,366,Hambleton,YO7,New Opening,Other,1,2894.2,0.0,0.0
201,2023-07-01,2022-07-01,2023-07-01,366,Hambleton,YO7,New Opening,Public & Utilities,2,10179.6,0.0,0.0
202,2023-07-01,2022-07-01,2023-07-01,366,Hambleton,YO7,New Opening,Retail,22,165418.5,132858.75,62034.58630136986
203,2023-07-01,2022-07-01,2023-07-01,366,Harrogate,HG1,Active,Hospitality,129,2795171.075,2712149.95,2719580.4978082194
204,2023-07-01,2022-07-01,2023-07-01,366,Harrogate,HG1,Active,Industrial,58,1385676.9500000002,1296455.75,1300007.683561644
205,2023-07-01,2022-07-01,2023-07-01,366,Harrogate,HG1,Active,Leisure,17,659297.05,633124.5,634859.0876712329
206,2023-07-01,2022-07-01,2023-07-01,366,Harrogate,HG1,Active,Office,376,2034325.98,1380626.0,1384408.5369863014
207,2023-07-01,2022-07-01,2023-07-01,366,Harrogate,HG1,Active,Other,162,244128.391,156000.5,156427.89863013697
208,2023-07-01,2022-07-01,2023-07-01,366,Harrogate,HG1,Active,Public & Utilities,26,491690.45,292153.35000000003,292953.77013698634
209,2023-07-01,2022-07-01,2023-07-01,366,Harrogate,HG1,Active,Retail,443,7313669.385000001,6759148.15,6777666.36410959
210,2023-07-01,2022-07-01,2023-07-01,366,Harrogate,HG1,Closed Business,Office,1,1896.2,0.0,0.0
211,2023-07-01,2022-07-01,2023-07-01,366,Harrogate,HG1,Closed Business,Other,93,447300.015,362976.5,363970.95616438356
212,2023-07-01,2022-07-01,2023-07-01,366,Harrogate,HG1,Closed Business,Retail,3,14471.0,9106.75,9131.699999999999
213,2023-07-01,2022-07-01,2023-07-01,366,Harrogate,HG1,New Opening,Hospitality,8,225601.0,224104.0,189670.0109589041
214,2023-07-01,2022-07-01,2023-07-01,366,Harrogate,HG1,New Opening,Industrial,6,36277.3,28193.5,22426.290410958904
215,2023-07-01,2022-07-01,2023-07-01,366,Harrogate,HG1,New Opening,Leisure,1,39960.0,39960.0,17735.671232876713
216,2023-07-01,2022-07-01,2023-07-01,366,Harrogate,HG1,New Opening,Office,67,393488.30000000005,289222.25,104915.80479452055
217,2023-07-01,2022-07-01,2023-07-01,366,Harrogate,HG1,New Opening,Other,6,9091.78,0.0,0.0
218,2023-07-01,2022-07-01,2023-07-01,366,Harrogate,HG1,New Opening,Retail,63,967181.24,884591.75,538765.154109589
219,2023-07-01,2022-07-01,2023-07-01,366,Harrogate,HG2,Active,Hospitality,14,274223.325,264779.75,265505.17397260276
